,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
10,41.57952,16.304640000000003,31.7952,24.460800000000003,42.3936,14.5224,53.50320000000001,38.31552,27.71712,11.41248,73.37472000000001,20.382720000000003,8.409600000000001,45.8568,36.687360000000005,14.676480000000002,11.41248,8.15616,5.70624,47.3904,12.996000000000002,19.568640000000002,35.0592,48.09984,18.75456,48.09984,25.221600000000002,23.6952,20.736000000000004,15.36,28.416000000000004,28.416000000000004,13.824000000000002,11.520000000000001,38.160000000000004,21.504,26.112000000000002,15.36,66.816,13.056000000000001,12.240000000000002,12.96,17.663999999999998,86.784,48.384,64.512,9.216,8.64,199.44000000000003,59.903999999999996,59.136,29.951999999999998,21.504,50.688,48.96000000000001,33.839999999999996,54.400000000000006,48.800000000000004,56.800000000000004,31.200000000000003,104.0,39.744,14.719999999999999,8.8,19.200000000000003,16.8,38.400000000000006,62.400000000000006,47.84,8.831999999999999,24.0,33.6,30.400000000000002,12.0,27.200000000000003,27.232,16.192,4.0,18.400000000000002,30.400000000000002,24.8,34.4,20.608000000000004,1.4720000000000002,6.4,31.200000000000003,20.0,6.792000000000001,18.680000000000003,15.625280000000002,24.288
11,41.1464,16.134800000000002,31.464,24.206000000000003,41.952,14.683760000000001,54.097680000000004,37.9164,27.4284,11.293600000000001,72.61040000000001,20.1704,8.50304,46.36632,36.305200000000006,14.5236,11.293600000000001,8.071200000000001,5.646800000000001,47.91696,13.1404,19.364800000000002,34.694,47.598800000000004,18.5592,47.598800000000004,25.50184,23.95848,20.52,15.200000000000001,28.12,28.12,13.680000000000001,11.648000000000001,38.584,21.28,25.84,15.200000000000001,66.12,12.92,12.376000000000001,13.104,17.48,85.88,47.88,63.84,9.120000000000001,8.736,201.656,59.28,58.52000000000001,29.64,21.28,50.160000000000004,49.504000000000005,34.216,53.855999999999995,48.312000000000005,56.232000000000006,30.888,102.96,40.608000000000004,15.040000000000001,8.712000000000002,19.008000000000003,16.632,38.016000000000005,61.776,48.88,9.024,23.76,33.264,30.096,11.88,26.927999999999997,27.824,16.544,3.9600000000000004,18.216,30.096,24.552000000000003,34.056000000000004,21.056,1.504,6.336,30.888,19.8,6.72408,18.493199999999998,15.96496,24.816000000000003
12,41.1464,16.134800000000002,31.464,24.206000000000003,41.952,14.5224,53.50320000000001,37.9164,27.4284,11.293600000000001,72.61040000000001,20.1704,8.409600000000001,45.8568,36.305200000000006,14.5236,11.293600000000001,8.071200000000001,5.646800000000001,47.3904,12.996000000000002,19.364800000000002,34.694,47.598800000000004,18.5592,47.598800000000004,25.221600000000002,23.6952,20.52,15.200000000000001,28.12,28.12,13.680000000000001,11.520000000000001,38.160000000000004,21.28,25.84,15.200000000000001,66.12,12.92,12.240000000000002,12.96,17.48,85.88,47.88,63.84,9.120000000000001,8.64,199.44000000000003,59.28,58.52000000000001,29.64,21.28,50.160000000000004,48.96000000000001,33.839999999999996,50.592000000000006,45.384,52.824000000000005,29.016000000000005,96.72000000000001,39.312000000000005,14.56,8.184000000000001,17.856,15.624000000000002,35.712,58.03200000000001,47.32,8.736,22.32,31.248000000000005,28.272000000000006,11.16,25.296000000000003,26.936000000000003,16.016000000000002,3.7200000000000006,17.112000000000002,28.272000000000006,23.064,31.992000000000004,20.384,1.4560000000000002,5.952000000000001,29.016000000000005,18.6,6.31656,17.3724,15.45544,24.024
13,41.1464,16.134800000000002,31.464,24.206000000000003,41.952,14.19968,52.31424,37.9164,27.4284,11.293600000000001,72.61040000000001,20.1704,8.22272,44.83776,36.305200000000006,14.5236,11.293600000000001,8.071200000000001,5.646800000000001,46.33728,12.7072,19.364800000000002,34.694,47.598800000000004,18.5592,47.598800000000004,24.66112,23.16864,20.52,15.200000000000001,28.12,28.12,13.680000000000001,11.264000000000001,37.312000000000005,21.28,25.84,15.200000000000001,66.12,12.92,11.968000000000002,12.672,17.48,85.88,47.88,63.84,9.120000000000001,8.448,195.008,59.28,58.52000000000001,29.64,21.28,50.160000000000004,47.87200000000001,33.088,50.048,44.896,52.256,28.704000000000004,95.68,38.88,14.4,8.096,17.663999999999998,15.456000000000001,35.327999999999996,57.40800000000001,46.800000000000004,8.64,22.080000000000002,30.912000000000003,27.968000000000004,11.040000000000001,25.024,26.64,15.840000000000002,3.6799999999999997,16.928,27.968000000000004,22.816000000000003,31.648000000000003,20.16,1.4400000000000002,5.888000000000001,28.704000000000004,18.400000000000002,6.248640000000001,17.1856,15.2856,23.76
14,40.28016,15.79512,30.801600000000004,23.6964,41.0688,14.038319999999999,51.71976,37.11816,26.85096,11.055840000000002,71.08176,19.745760000000004,8.12928,44.32824,35.54088,14.217840000000002,11.055840000000002,7.90128,5.527920000000001,45.81072,12.562800000000001,18.95712,33.96360000000001,46.596720000000005,18.16848,46.596720000000005,24.38088,22.90536,20.088,14.880000000000003,27.528,27.528,13.392,11.136000000000001,36.888,20.832,25.296000000000003,14.880000000000003,64.728,12.648000000000001,11.832,12.528,17.112000000000002,84.072,46.87200000000001,62.49600000000001,8.928,8.352,192.79200000000003,58.03200000000001,57.288000000000004,29.016000000000005,20.832,49.104000000000006,47.328,32.712,48.96000000000001,43.92,51.120000000000005,28.080000000000002,93.60000000000001,38.88,14.4,7.920000000000001,17.28,15.12,34.56,56.160000000000004,46.800000000000004,8.64,21.6,30.24,27.360000000000003,10.8,24.480000000000004,26.64,15.840000000000002,3.6,16.56,27.360000000000003,22.32,30.960000000000004,20.16,1.4400000000000002,5.760000000000001,28.080000000000002,18.0,6.1128,16.812,15.2856,23.76
15,40.71328,15.96496,31.1328,23.9512,41.510400000000004,14.038319999999999,51.71976,37.51728,27.13968,11.17472,71.84608,19.958080000000002,8.12928,44.32824,35.92304,14.37072,11.17472,7.98624,5.58736,45.81072,12.562800000000001,19.16096,34.3288,47.09776,18.36384,47.09776,24.38088,22.90536,20.304000000000002,15.040000000000001,27.824,27.824,13.536000000000001,11.136000000000001,36.888,21.056,25.568,15.040000000000001,65.424,12.784,11.832,12.528,17.296000000000003,84.976,47.376000000000005,63.168,9.024,8.352,192.79200000000003,58.656,57.903999999999996,29.328,21.056,49.632000000000005,47.328,32.712,47.87200000000001,42.944,49.984,27.456000000000003,91.52000000000001,37.152,13.76,7.744,16.896,14.784,33.792,54.912000000000006,44.72,8.256,21.12,29.568,26.752,10.56,23.936000000000003,25.456000000000003,15.136000000000003,3.5200000000000005,16.192,26.752,21.824,30.272000000000006,19.264,1.3760000000000001,5.632000000000001,27.456000000000003,17.6,5.97696,16.438399999999998,14.60624,22.704
16,42.87888,16.81416,32.7888,25.2252,43.7184,14.683760000000001,54.097680000000004,39.51288,28.583280000000002,11.769120000000001,75.66768,21.01968,8.50304,46.36632,37.83384,15.13512,11.769120000000001,8.41104,5.8845600000000005,47.91696,13.1404,20.18016,36.1548,49.60296,19.34064,49.60296,25.50184,23.95848,21.384,15.840000000000002,29.304000000000002,29.304000000000002,14.256,11.648000000000001,38.584,22.176000000000002,26.927999999999997,15.840000000000002,68.904,13.463999999999999,12.376000000000001,13.104,18.216,89.49600000000001,49.896,66.528,9.504000000000001,8.736,201.656,61.776,60.98400000000001,30.888,22.176000000000002,52.272000000000006,49.504000000000005,34.216,48.96000000000001,43.92,51.120000000000005,28.080000000000002,93.60000000000001,36.72,13.600000000000001,7.920000000000001,17.28,15.12,34.56,56.160000000000004,44.2,8.16,21.6,30.24,27.360000000000003,10.8,24.480000000000004,25.16,14.96,3.6,16.56,27.360000000000003,22.32,30.960000000000004,19.040000000000003,1.36,5.760000000000001,28.080000000000002,18.0,6.1128,16.812,14.4364,22.44
17,43.312000000000005,16.984,33.12,25.480000000000004,44.160000000000004,16.136000000000003,59.44800000000001,39.912000000000006,28.872000000000003,11.888,76.432,21.232,9.344,50.952,38.216,15.288,11.888,8.496,5.944,52.656,14.440000000000001,20.384,36.52,50.104000000000006,19.536,50.104000000000006,28.024,26.328,21.6,16.0,29.6,29.6,14.4,12.8,42.400000000000006,22.400000000000002,27.200000000000003,16.0,69.60000000000001,13.600000000000001,13.600000000000001,14.4,18.400000000000002,90.4,50.400000000000006,67.2,9.600000000000001,9.600000000000001,221.60000000000002,62.400000000000006,61.6,31.200000000000003,22.400000000000002,52.800000000000004,54.400000000000006,37.6,50.048,44.896,52.256,28.704000000000004,95.68,38.016000000000005,14.080000000000002,8.096,17.663999999999998,15.456000000000001,35.327999999999996,57.40800000000001,45.760000000000005,8.448,22.080000000000002,30.912000000000003,27.968000000000004,11.040000000000001,25.024,26.048000000000002,15.488,3.6799999999999997,16.928,27.968000000000004,22.816000000000003,31.648000000000003,19.712000000000003,1.4080000000000001,5.888000000000001,28.704000000000004,18.400000000000002,6.248640000000001,17.1856,14.945920000000001,23.232
18,43.312000000000005,16.984,33.12,25.480000000000004,44.160000000000004,15.97464,58.85352,39.912000000000006,28.872000000000003,11.888,76.432,21.232,9.25056,50.44248,38.216,15.288,11.888,8.496,5.944,52.12944,14.2956,20.384,36.52,50.104000000000006,19.536,50.104000000000006,27.743759999999998,26.06472,21.6,16.0,29.6,29.6,14.4,12.672,41.976,22.400000000000002,27.200000000000003,16.0,69.60000000000001,13.600000000000001,13.463999999999999,14.256,18.400000000000002,90.4,50.400000000000006,67.2,9.600000000000001,9.504000000000001,219.38400000000001,62.400000000000006,61.6,31.200000000000003,22.400000000000002,52.800000000000004,53.855999999999995,37.224000000000004,52.224000000000004,46.848000000000006,54.528,29.951999999999998,99.84,39.744,14.719999999999999,8.448,18.432,16.128,36.864,59.903999999999996,47.84,8.831999999999999,23.040000000000003,32.256,29.183999999999997,11.520000000000001,26.112000000000002,27.232,16.192,3.84,17.663999999999998,29.183999999999997,23.808000000000003,33.024,20.608000000000004,1.4720000000000002,6.144,29.951999999999998,19.200000000000003,6.52032,17.9328,15.625280000000002,24.288
19,41.57952,16.304640000000003,31.7952,24.460800000000003,42.3936,15.651920000000002,57.664559999999994,38.31552,27.71712,11.41248,73.37472000000001,20.382720000000003,9.06368,49.42344,36.687360000000005,14.676480000000002,11.41248,8.15616,5.70624,51.07632,14.006800000000002,19.568640000000002,35.0592,48.09984,18.75456,48.09984,27.183280000000003,25.53816,20.736000000000004,15.36,28.416000000000004,28.416000000000004,13.824000000000002,12.416,41.128,21.504,26.112000000000002,15.36,66.816,13.056000000000001,13.192,13.968000000000002,17.663999999999998,86.784,48.384,64.512,9.216,9.312000000000001,214.952,59.903999999999996,59.136,29.951999999999998,21.504,50.688,52.768,36.472,53.312000000000005,47.824000000000005,55.664,30.576,101.92000000000002,43.2,16.0,8.624,18.816,16.464,37.632,61.152,52.0,9.600000000000001,23.52,32.928,29.792,11.76,26.656000000000002,29.6,17.6,3.9200000000000004,18.032,29.792,24.304000000000002,33.712,22.400000000000002,1.6,6.272,30.576,19.6,6.65616,18.3064,16.984,26.400000000000002
20,39.413920000000005,15.45544,30.139200000000002,23.1868,40.1856,15.167840000000002,55.88112,36.31992,26.273520000000005,10.818080000000002,69.55312,19.32112,8.78336,47.89488,34.77656,13.912080000000001,10.818080000000002,7.73136,5.409040000000001,49.496640000000006,13.573599999999999,18.54944,33.233200000000004,45.59464,17.77776,45.59464,26.34256,24.748320000000003,19.656000000000002,14.56,26.936000000000003,26.936000000000003,13.104,12.032,39.856,20.384,24.752000000000002,14.56,63.336000000000006,12.376000000000001,12.784,13.536000000000001,16.744,82.26400000000001,45.864000000000004,61.152,8.736,9.024,208.304,56.784000000000006,56.056,28.392000000000003,20.384,48.048,51.136,35.344,52.224000000000004,46.848000000000006,54.528,29.951999999999998,99.84,41.904,15.52,8.448,18.432,16.128,36.864,59.903999999999996,50.44,9.312000000000001,23.040000000000003,32.256,29.183999999999997,11.520000000000001,26.112000000000002,28.712000000000003,17.072,3.84,17.663999999999998,29.183999999999997,23.808000000000003,33.024,21.728,1.552,6.144,29.951999999999998,19.200000000000003,6.52032,17.9328,16.47448,25.608
21,35.94896,14.09672,27.489600000000003,21.148400000000002,36.652800000000006,14.845120000000001,54.69216,33.126960000000004,23.96376,9.867040000000001,63.438559999999995,17.62256,8.59648,46.875840000000004,31.719279999999998,12.68904,9.867040000000001,7.051680000000001,4.933520000000001,48.44352000000001,13.284800000000002,16.91872,30.3116,41.58632,16.21488,41.58632,25.782080000000004,24.221760000000003,17.928,13.280000000000001,24.568,24.568,11.952,11.776000000000002,39.008,18.592,22.576,13.280000000000001,57.768,11.288,12.512,13.248,15.272,75.03200000000001,41.832,55.776,7.968000000000001,8.831999999999999,203.872,51.792,51.128,25.896,18.592,43.824000000000005,50.048,34.592000000000006,48.96000000000001,43.92,51.120000000000005,28.080000000000002,93.60000000000001,41.04,15.200000000000001,7.920000000000001,17.28,15.12,34.56,56.160000000000004,49.400000000000006,9.120000000000001,21.6,30.24,27.360000000000003,10.8,24.480000000000004,28.12,16.72,3.6,16.56,27.360000000000003,22.32,30.960000000000004,21.28,1.52,5.760000000000001,28.080000000000002,18.0,6.1128,16.812,16.134800000000002,25.080000000000002
22,31.61776,12.39832,24.1776,18.6004,32.2368,14.038319999999999,51.71976,29.13576,21.07656,8.67824,55.79536000000001,15.49936,8.12928,44.32824,27.897680000000005,11.160240000000002,8.67824,6.2020800000000005,4.33912,45.81072,12.562800000000001,14.880320000000001,26.6596,36.57592,14.26128,36.57592,24.38088,22.90536,15.768,11.68,21.608000000000004,21.608000000000004,10.512,11.136000000000001,36.888,16.352,19.856,11.68,50.808,9.928,11.832,12.528,13.432,65.992,36.792,49.056000000000004,7.008,8.352,192.79200000000003,45.552,44.968,22.776,16.352,38.544000000000004,47.328,32.712,43.52,39.04,45.44,24.96,83.2,38.88,14.4,7.040000000000001,15.36,13.440000000000001,30.72,49.92,46.800000000000004,8.64,19.200000000000003,26.880000000000003,24.32,9.600000000000001,21.76,26.64,15.840000000000002,3.2,14.719999999999999,24.32,19.840000000000003,27.52,20.16,1.4400000000000002,5.120000000000001,24.96,16.0,5.4336,14.944,15.2856,23.76
23,27.286559999999998,10.69992,20.8656,16.052400000000002,27.820800000000006,13.070160000000001,48.15288,25.144560000000002,18.18936,7.489440000000001,48.15216,13.376159999999999,7.568640000000001,41.27112,24.07608,9.631440000000001,7.489440000000001,5.35248,3.7447200000000005,42.651360000000004,11.6964,12.84192,23.0076,31.56552,12.307680000000001,31.56552,22.699440000000003,21.325680000000002,13.608000000000002,10.08,18.648,18.648,9.072000000000001,10.368000000000002,34.344,14.112000000000002,17.136000000000003,10.08,43.848000000000006,8.568000000000001,11.016,11.664000000000001,11.592,56.952,31.752,42.336000000000006,6.048,7.776000000000001,179.496,39.312000000000005,38.808,19.656000000000002,14.112000000000002,33.264,44.064,30.456000000000003,38.080000000000005,34.160000000000004,39.760000000000005,21.840000000000003,72.8,36.72,13.600000000000001,6.16,13.440000000000001,11.76,26.880000000000003,43.68000000000001,44.2,8.16,16.8,23.52,21.28,8.4,19.040000000000003,25.16,14.96,2.8000000000000003,12.880000000000003,21.28,17.36,24.080000000000002,19.040000000000003,1.36,4.4799999999999995,21.840000000000003,14.0,4.7543999999999995,13.076,14.4364,22.44
24,29.782698947368424,11.678734736842106,22.77435789473684,17.520852631578947,30.36581052631579,12.917292631578947,47.58968842105263,27.444751578947365,19.85329894736842,8.174564210526317,52.55705684210526,14.599793684210526,7.480117894736843,40.78841684210526,26.27852842105263,10.512511578947368,8.174564210526317,5.842117894736842,4.087282105263158,42.152513684210525,11.5596,14.016682105263158,25.112305263157893,34.45309263157895,13.433570526315789,34.45309263157895,22.43394947368421,21.076256842105263,14.852842105263157,11.002105263157896,20.353894736842104,20.353894736842104,9.901894736842106,10.246736842105264,33.94231578947369,15.402947368421055,18.70357894736842,11.002105263157896,47.85915789473684,9.35178947368421,10.887157894736841,11.52757894736842,12.65242105263158,62.1618947368421,34.65663157894737,46.20884210526316,6.601263157894736,7.685052631578947,177.39663157894736,42.908210526315784,42.358105263157896,21.454105263157892,15.402947368421055,36.30694736842105,43.548631578947365,30.099789473684208,35.17389473684211,31.553052631578947,36.72568421052631,20.173263157894738,67.2442105263158,33.252631578947366,12.31578947368421,5.689894736842105,12.414315789473683,10.862526315789474,24.828631578947366,40.346526315789475,40.026315789473685,7.389473684210526,15.517894736842104,21.725052631578947,19.656000000000002,7.758947368421052,17.586947368421054,22.78421052631579,13.547368421052632,2.586315789473684,11.897052631578948,19.656000000000002,16.035157894736844,22.242315789473682,17.242105263157896,1.231578947368421,4.138105263157895,20.173263157894738,12.93157894736842,4.391564210526316,12.078094736842106,13.073210526315789,20.321052631578947
