HourUTC,wind_speed [m/s],temperature [C],pressure [hPa],wind_direction [degress]
2021-07-11 15:00:00,2.7,21.8,1019.2,120.0
2021-07-11 16:00:00,2.6,21.2,1018.9,108.0
2021-07-11 17:00:00,2.3,20.8,1019.0,109.0
2021-07-11 18:00:00,1.5,20.1,1018.9,101.0
2021-07-11 19:00:00,1.3,18.6,1018.8,91.0
2021-07-11 20:00:00,1.2,17.2,1019.1,80.0
2021-07-11 21:00:00,1.6,16.5,1019.1,55.0
2021-07-11 22:00:00,1.6,15.9,1019.0,49.0
2021-07-11 23:00:00,2.2,15.7,1018.9,60.0
2021-07-12 00:00:00,1.9,15.1,1018.8,54.0
2021-07-12 01:00:00,1.9,15.1,1018.5,56.0
2021-07-12 02:00:00,2.4,15.8,1018.4,67.0
2021-07-12 03:00:00,2.1,16.0,1018.0,60.0
2021-07-12 04:00:00,2.8,17.1,1017.7,73.0
2021-07-12 05:00:00,3.1,18.5,1017.4,84.0
2021-07-12 06:00:00,4.3,20.4,1017.4,99.0
2021-07-12 07:00:00,5.3,21.2,1017.6,112.0
2021-07-12 08:00:00,5.9,22.0,1017.6,112.0
2021-07-12 09:00:00,6.9,22.6,1017.4,122.0
2021-07-12 10:00:00,6.9,23.3,1017.1,125.0
2021-07-12 11:00:00,6.1,23.6,1016.8,128.0
2021-07-12 12:00:00,4.6,23.6,1016.4,125.0
2021-07-12 13:00:00,4.7,24.0,1016.0,126.0
2021-07-12 14:00:00,4.3,24.3,1015.6,130.0
2021-07-12 15:00:00,3.8,23.9,1015.1,126.0
2021-07-12 16:00:00,3.5,22.1,1015.0,120.0
2021-07-12 17:00:00,3.2,21.2,1015.0,123.0
2021-07-12 18:00:00,2.4,20.4,1014.9,110.0
2021-07-12 19:00:00,1.9,19.7,1014.6,79.0
2021-07-12 20:00:00,1.6,18.9,1014.7,64.0
2021-07-12 21:00:00,2.4,19.1,1014.3,75.0
2021-07-12 22:00:00,2.3,18.9,1014.1,75.0
2021-07-12 23:00:00,2.1,18.2,1013.8,76.0
2021-07-13 00:00:00,2.3,17.7,1013.5,77.0
2021-07-13 01:00:00,1.8,17.5,1013.3,67.0
2021-07-13 02:00:00,1.6,17.3,1013.0,69.0
2021-07-13 03:00:00,2.0,17.5,1012.6,64.0
2021-07-13 04:00:00,2.3,18.4,1012.4,69.0
2021-07-13 05:00:00,2.7,19.8,1012.1,70.0
2021-07-13 06:00:00,3.7,20.9,1012.2,92.0
2021-07-13 07:00:00,3.9,21.3,1012.2,100.0
2021-07-13 08:00:00,4.1,22.0,1012.2,107.0
2021-07-13 09:00:00,4.1,22.7,1012.2,121.0
2021-07-13 10:00:00,4.2,22.3,1012.3,132.0
2021-07-13 11:00:00,4.9,23.5,1012.2,124.0
2021-07-13 12:00:00,5.7,23.0,1012.2,121.0
2021-07-13 13:00:00,5.8,23.0,1012.3,128.0
2021-07-13 14:00:00,5.6,24.1,1012.1,130.0
2021-07-13 15:00:00,5.3,24.2,1011.8,126.0
2021-07-13 16:00:00,4.0,24.1,1011.6,131.0
2021-07-13 17:00:00,2.2,22.8,1011.5,129.0
2021-07-13 18:00:00,1.7,21.8,1011.5,147.0
2021-07-13 19:00:00,1.2,19.9,1011.8,145.0
2021-07-13 20:00:00,0.8,19.4,1011.8,72.0
2021-07-13 21:00:00,0.9,18.1,1011.9,71.0
2021-07-13 22:00:00,0.5,17.1,1012.0,33.0
2021-07-13 23:00:00,1.6,16.9,1011.8,18.0
2021-07-14 00:00:00,1.5,17.2,1011.7,32.0
2021-07-14 01:00:00,1.6,17.3,1011.3,33.0
2021-07-14 02:00:00,1.6,17.3,1010.8,37.0
2021-07-14 03:00:00,1.5,17.9,1010.6,47.0
2021-07-14 04:00:00,1.3,19.1,1010.8,52.0
2021-07-14 05:00:00,2.1,20.8,1010.9,72.0
2021-07-14 06:00:00,1.2,22.4,1010.9,83.0
2021-07-14 07:00:00,0.9,24.3,1011.1,74.0
2021-07-14 08:00:00,1.4,25.1,1011.0,107.0
2021-07-14 09:00:00,1.9,26.3,1010.8,111.0
2021-07-14 10:00:00,2.7,27.3,1010.9,118.0
2021-07-14 11:00:00,3.4,28.0,1011.0,114.0
2021-07-14 12:00:00,3.1,28.1,1010.9,136.0
2021-07-14 13:00:00,3.3,27.6,1010.9,138.0
2021-07-14 14:00:00,2.8,27.0,1010.6,134.0
2021-07-14 15:00:00,3.0,26.1,1010.3,137.0
2021-07-14 16:00:00,2.5,25.6,1009.9,133.0
2021-07-14 17:00:00,3.5,24.8,1010.2,143.0
2021-07-14 18:00:00,2.0,23.2,1010.3,122.0
2021-07-14 19:00:00,1.0,22.2,1010.4,54.0
2021-07-14 20:00:00,1.3,21.0,1010.8,153.0
2021-07-14 21:00:00,0.5,20.9,1010.9,161.0
2021-07-14 22:00:00,0.7,20.5,1010.5,326.0
2021-07-14 23:00:00,0.8,19.6,1010.9,23.0
2021-07-15 00:00:00,0.9,19.8,1011.0,39.0
2021-07-15 01:00:00,0.9,19.1,1010.9,26.0
2021-07-15 02:00:00,1.2,18.7,1010.5,22.0
2021-07-15 03:00:00,1.2,18.7,1010.3,36.0
2021-07-15 04:00:00,0.8,19.8,1010.9,55.0
2021-07-15 05:00:00,0.9,21.2,1011.0,150.0
2021-07-15 06:00:00,0.9,22.4,1011.5,205.0
2021-07-15 07:00:00,0.8,24.0,1011.8,357.0
2021-07-15 08:00:00,1.3,25.4,1011.9,345.0
2021-07-15 09:00:00,1.9,26.4,1011.9,351.0
2021-07-15 10:00:00,1.9,27.2,1011.9,350.0
2021-07-15 11:00:00,2.2,27.5,1012.1,346.0
2021-07-15 12:00:00,3.1,27.7,1012.3,341.0
2021-07-15 13:00:00,2.4,28.0,1012.3,338.0
2021-07-15 14:00:00,3.0,27.9,1012.4,345.0
2021-07-15 15:00:00,3.0,27.6,1012.4,346.0
2021-07-15 16:00:00,3.4,27.0,1012.4,339.0
2021-07-15 17:00:00,3.7,25.8,1012.6,344.0
2021-07-15 18:00:00,3.4,24.7,1013.3,345.0
2021-07-15 19:00:00,2.2,23.5,1013.8,348.0
2021-07-15 20:00:00,1.3,22.2,1014.1,346.0
2021-07-15 21:00:00,1.6,21.5,1014.4,338.0
2021-07-15 22:00:00,1.4,20.9,1014.6,315.0
2021-07-15 23:00:00,1.0,20.2,1014.9,309.0
2021-07-16 00:00:00,1.4,20.0,1015.2,310.0
2021-07-16 01:00:00,2.5,20.5,1015.1,318.0
2021-07-16 02:00:00,2.0,20.6,1015.3,318.0
2021-07-16 03:00:00,2.6,20.7,1015.5,318.0
2021-07-16 04:00:00,3.3,21.0,1015.6,320.0
2021-07-16 05:00:00,3.2,21.7,1015.9,328.0
2021-07-16 06:00:00,3.9,23.1,1016.2,330.0
2021-07-16 07:00:00,3.5,24.0,1016.6,332.0
2021-07-16 08:00:00,3.4,25.2,1016.8,322.0
2021-07-16 09:00:00,3.4,25.9,1017.1,324.0
2021-07-16 10:00:00,3.7,26.9,1017.2,339.0
2021-07-16 11:00:00,4.0,27.4,1017.3,341.0
2021-07-16 12:00:00,4.6,27.5,1017.4,340.0
2021-07-16 13:00:00,4.3,27.6,1017.6,344.0
2021-07-16 14:00:00,4.6,27.7,1017.7,339.0
2021-07-16 15:00:00,4.6,28.1,1017.8,342.0
2021-07-16 16:00:00,4.7,27.5,1018.1,343.0
2021-07-16 17:00:00,4.0,26.5,1018.5,344.0
2021-07-16 18:00:00,3.1,25.2,1018.9,350.0
2021-07-16 19:00:00,2.5,23.3,1019.1,342.0
2021-07-16 20:00:00,1.9,21.2,1019.6,342.0
2021-07-16 21:00:00,1.2,20.1,1020.1,339.0
2021-07-16 22:00:00,1.0,18.3,1020.4,259.0
2021-07-16 23:00:00,1.4,18.5,1020.4,289.0
2021-07-17 00:00:00,1.9,18.2,1020.3,296.0
2021-07-17 01:00:00,2.2,18.0,1020.3,298.0
2021-07-17 02:00:00,2.5,18.1,1020.2,309.0
2021-07-17 03:00:00,1.4,16.8,1020.1,294.0
2021-07-17 04:00:00,1.4,17.3,1020.2,285.0
2021-07-17 05:00:00,2.2,18.8,1020.1,296.0
2021-07-17 06:00:00,2.2,20.0,1020.2,282.0
2021-07-17 07:00:00,2.7,21.3,1020.2,290.0
2021-07-17 08:00:00,3.1,22.4,1020.1,294.0
2021-07-17 09:00:00,3.9,23.4,1020.1,304.0
2021-07-17 10:00:00,4.5,24.0,1020.1,310.0
2021-07-17 11:00:00,4.7,24.0,1020.0,330.0
2021-07-17 12:00:00,5.4,24.3,1019.9,334.0
2021-07-17 13:00:00,5.9,24.6,1019.6,335.0
2021-07-17 14:00:00,5.6,24.8,1019.2,334.0
2021-07-17 15:00:00,4.8,24.8,1018.8,325.0
2021-07-17 16:00:00,5.6,24.4,1018.7,309.0
2021-07-17 17:00:00,5.4,23.6,1018.4,308.0
2021-07-17 18:00:00,4.8,22.6,1018.4,303.0
2021-07-17 19:00:00,5.2,21.3,1018.5,303.0
2021-07-17 20:00:00,4.6,20.0,1018.7,300.0
2021-07-17 21:00:00,3.9,18.6,1018.7,290.0
2021-07-17 22:00:00,3.5,17.7,1018.4,291.0
2021-07-17 23:00:00,4.2,17.7,1018.2,294.0
2021-07-18 00:00:00,4.8,17.2,1018.1,292.0
2021-07-18 01:00:00,4.8,16.5,1018.0,285.0
2021-07-18 02:00:00,5.1,16.8,1018.0,292.0
2021-07-18 03:00:00,5.7,17.3,1017.8,304.0
2021-07-18 04:00:00,5.1,17.2,1017.6,297.0
2021-07-18 05:00:00,6.9,18.0,1017.6,298.0
2021-07-18 06:00:00,7.4,18.6,1017.7,300.0
2021-07-18 07:00:00,7.2,19.1,1017.7,300.0
2021-07-18 08:00:00,8.1,19.7,1017.7,295.0
2021-07-18 09:00:00,8.3,20.2,1017.8,293.0
2021-07-18 10:00:00,8.0,20.7,1017.6,292.0
2021-07-18 11:00:00,7.6,21.2,1017.4,294.0
2021-07-18 12:00:00,7.8,21.0,1017.2,298.0
2021-07-18 13:00:00,7.3,20.9,1016.9,301.0
2021-07-18 14:00:00,7.7,20.7,1016.9,299.0
2021-07-18 15:00:00,7.3,20.0,1016.7,303.0
2021-07-18 16:00:00,7.1,18.7,1016.6,307.0
2021-07-18 17:00:00,7.1,17.8,1016.6,302.0
2021-07-18 18:00:00,6.5,17.1,1016.8,296.0
2021-07-18 19:00:00,5.3,16.6,1016.9,291.0
2021-07-18 20:00:00,4.7,16.4,1017.1,288.0
2021-07-18 21:00:00,4.2,16.0,1016.9,284.0
2021-07-18 22:00:00,3.9,15.7,1017.0,281.0
2021-07-18 23:00:00,3.0,13.8,1017.0,279.0
2021-07-19 00:00:00,2.9,12.6,1017.0,275.0
2021-07-19 01:00:00,3.0,12.4,1017.0,276.0
2021-07-19 02:00:00,3.1,12.1,1017.0,279.0
2021-07-19 03:00:00,3.2,12.2,1017.1,281.0
2021-07-19 04:00:00,3.2,13.4,1017.4,288.0
2021-07-19 05:00:00,4.5,15.3,1017.5,286.0
2021-07-19 06:00:00,5.1,16.9,1017.6,296.0
2021-07-19 07:00:00,4.2,17.9,1017.8,300.0
2021-07-19 08:00:00,3.8,18.8,1017.9,304.0
2021-07-19 09:00:00,3.4,19.8,1017.9,306.0
2021-07-19 10:00:00,3.3,20.3,1017.8,318.0
2021-07-19 11:00:00,4.0,20.9,1017.8,310.0
2021-07-19 12:00:00,3.8,21.4,1017.6,310.0
2021-07-19 13:00:00,3.6,22.0,1017.3,316.0
2021-07-19 14:00:00,3.8,21.7,1017.2,344.0
2021-07-19 15:00:00,3.6,21.5,1017.2,332.0
2021-07-19 16:00:00,3.2,21.5,1017.1,329.0
2021-07-19 17:00:00,2.6,21.2,1017.0,316.0
2021-07-19 18:00:00,2.2,20.1,1016.8,319.0
2021-07-19 19:00:00,1.6,17.9,1017.0,318.0
2021-07-19 20:00:00,1.0,15.7,1017.1,290.0
2021-07-19 21:00:00,1.0,14.4,1017.1,275.0
2021-07-19 22:00:00,1.6,13.7,1017.2,264.0
2021-07-19 23:00:00,2.7,13.7,1017.2,290.0
2021-07-20 00:00:00,2.6,13.7,1017.2,288.0
2021-07-20 01:00:00,3.1,13.3,1017.1,292.0
2021-07-20 02:00:00,2.9,12.8,1017.0,290.0
2021-07-20 03:00:00,2.7,12.5,1016.9,285.0
2021-07-20 04:00:00,3.4,13.3,1016.9,286.0
2021-07-20 05:00:00,5.2,14.6,1017.0,288.0
2021-07-20 06:00:00,6.3,15.6,1017.1,287.0
2021-07-20 07:00:00,6.2,16.8,1017.2,284.0
2021-07-20 08:00:00,6.1,17.8,1017.3,285.0
2021-07-20 09:00:00,6.1,18.5,1017.2,288.0
2021-07-20 10:00:00,5.8,19.0,1017.0,284.0
2021-07-20 11:00:00,5.5,19.3,1016.8,278.0
2021-07-20 12:00:00,5.8,19.6,1016.7,280.0
2021-07-20 13:00:00,6.3,19.6,1016.7,282.0
2021-07-20 14:00:00,6.6,19.6,1016.8,284.0
2021-07-20 15:00:00,6.4,19.6,1016.7,283.0
2021-07-20 16:00:00,5.5,19.0,1016.8,286.0
2021-07-20 17:00:00,4.4,18.7,1016.8,289.0
2021-07-20 18:00:00,4.7,18.5,1017.0,292.0
2021-07-20 19:00:00,3.3,17.8,1017.2,280.0
2021-07-20 20:00:00,3.0,16.7,1017.6,282.0
2021-07-20 21:00:00,3.1,15.7,1017.9,270.0
2021-07-20 22:00:00,2.6,15.0,1018.2,268.0
2021-07-20 23:00:00,2.3,14.7,1018.3,268.0
2021-07-21 00:00:00,2.4,15.0,1018.2,274.0
2021-07-21 01:00:00,2.3,15.0,1018.4,271.0
2021-07-21 02:00:00,2.6,14.8,1018.5,273.0
2021-07-21 03:00:00,2.6,14.9,1018.7,278.0
2021-07-21 04:00:00,2.0,15.0,1019.0,264.0
2021-07-21 05:00:00,2.9,15.5,1019.4,294.0
2021-07-21 06:00:00,4.1,16.3,1019.8,300.0
2021-07-21 07:00:00,4.8,16.9,1020.1,298.0
2021-07-21 08:00:00,4.0,17.8,1020.3,289.0
2021-07-21 09:00:00,3.6,18.2,1020.5,281.0
2021-07-21 10:00:00,2.9,18.2,1020.8,278.0
2021-07-21 11:00:00,3.2,18.3,1021.0,281.0
2021-07-21 12:00:00,2.8,18.4,1021.2,311.0
2021-07-21 13:00:00,2.6,18.5,1021.2,295.0
2021-07-21 14:00:00,3.2,18.5,1021.1,277.0
2021-07-21 15:00:00,3.3,19.1,1021.1,294.0
2021-07-21 16:00:00,3.2,18.9,1021.0,285.0
2021-07-21 17:00:00,2.8,18.5,1021.1,294.0
2021-07-21 18:00:00,2.2,17.4,1021.2,300.0
2021-07-21 19:00:00,1.4,15.9,1021.4,302.0
2021-07-21 20:00:00,0.7,13.8,1021.6,272.0
2021-07-21 21:00:00,0.5,12.7,1021.6,275.0
2021-07-21 22:00:00,0.7,11.7,1021.5,224.0
2021-07-21 23:00:00,0.5,10.5,1021.3,347.0
2021-07-22 00:00:00,0.6,10.4,1021.2,217.0
2021-07-22 01:00:00,0.4,11.1,1021.0,344.0
2021-07-22 02:00:00,0.6,9.8,1021.0,271.0
2021-07-22 03:00:00,0.5,11.2,1021.0,340.0
2021-07-22 04:00:00,0.8,13.5,1020.9,230.0
2021-07-22 05:00:00,1.4,14.9,1021.0,269.0
2021-07-22 06:00:00,2.8,15.9,1021.0,266.0
2021-07-22 07:00:00,2.8,17.4,1020.8,280.0
2021-07-22 08:00:00,2.3,18.2,1020.7,247.0
2021-07-22 09:00:00,1.8,18.9,1020.6,240.0
2021-07-22 10:00:00,1.9,19.9,1020.5,229.0
2021-07-22 11:00:00,2.3,20.5,1020.1,216.0
2021-07-22 12:00:00,2.7,20.2,1019.8,240.0
2021-07-22 13:00:00,3.1,20.8,1019.3,245.0
2021-07-22 14:00:00,3.0,20.4,1018.9,250.0
2021-07-22 15:00:00,3.2,20.7,1018.6,227.0
2021-07-22 16:00:00,3.1,20.5,1018.2,253.0
2021-07-22 17:00:00,3.2,19.8,1017.9,251.0
2021-07-22 18:00:00,1.8,18.8,1017.8,264.0
2021-07-22 19:00:00,0.9,16.8,1017.8,266.0
2021-07-22 20:00:00,0.6,14.4,1017.9,236.0
2021-07-22 21:00:00,0.4,13.2,1017.7,353.0
2021-07-22 22:00:00,0.5,12.2,1017.6,339.0
2021-07-22 23:00:00,0.9,11.8,1017.7,276.0
2021-07-23 00:00:00,1.4,13.2,1017.7,293.0
2021-07-23 01:00:00,2.4,15.0,1017.7,299.0
2021-07-23 02:00:00,2.1,14.2,1017.7,292.0
2021-07-23 03:00:00,2.3,14.4,1017.6,296.0
2021-07-23 04:00:00,2.0,15.2,1017.6,286.0
2021-07-23 05:00:00,2.7,16.2,1017.7,284.0
2021-07-23 06:00:00,2.8,17.0,1017.9,286.0
2021-07-23 07:00:00,2.8,17.5,1018.1,285.0
2021-07-23 08:00:00,2.3,18.3,1018.0,299.0
2021-07-23 09:00:00,1.5,19.4,1018.0,311.0
2021-07-23 10:00:00,1.5,20.4,1017.8,310.0
2021-07-23 11:00:00,1.3,21.5,1017.6,20.0
2021-07-23 12:00:00,1.0,22.3,1017.2,355.0
2021-07-23 13:00:00,1.7,22.6,1017.0,4.0
2021-07-23 14:00:00,2.0,22.7,1016.9,24.0
2021-07-23 15:00:00,2.2,22.8,1016.7,78.0
2021-07-23 16:00:00,2.4,21.8,1016.4,5.0
2021-07-23 17:00:00,3.2,20.8,1016.2,354.0
2021-07-23 18:00:00,3.6,19.3,1016.4,340.0
2021-07-23 19:00:00,3.2,17.5,1016.6,353.0
2021-07-23 20:00:00,2.7,16.2,1016.9,353.0
2021-07-23 21:00:00,1.5,14.6,1017.0,356.0
2021-07-23 22:00:00,1.1,14.3,1016.9,352.0
2021-07-23 23:00:00,0.7,13.8,1016.8,327.0
2021-07-24 00:00:00,0.6,13.3,1016.7,357.0
2021-07-24 01:00:00,0.8,12.8,1016.6,324.0
2021-07-24 02:00:00,0.9,12.1,1016.4,294.0
2021-07-24 03:00:00,0.4,12.4,1016.3,287.0
2021-07-24 04:00:00,0.5,13.9,1016.0,322.0
2021-07-24 05:00:00,1.5,17.2,1015.8,9.0
2021-07-24 06:00:00,1.8,19.3,1015.7,33.0
2021-07-24 07:00:00,2.2,20.9,1016.1,119.0
2021-07-24 08:00:00,3.1,21.4,1016.0,120.0
2021-07-24 09:00:00,3.7,22.1,1015.5,117.0
2021-07-24 10:00:00,4.5,22.6,1015.4,115.0
2021-07-24 11:00:00,5.0,23.6,1015.4,123.0
2021-07-24 12:00:00,5.3,23.8,1015.4,121.0
2021-07-24 13:00:00,5.6,23.7,1015.3,120.0
2021-07-24 14:00:00,6.0,23.4,1015.2,126.0
2021-07-24 15:00:00,6.0,23.1,1014.9,128.0
2021-07-24 16:00:00,6.0,22.7,1014.5,128.0
2021-07-24 17:00:00,5.7,21.9,1014.3,128.0
2021-07-24 18:00:00,4.6,20.8,1014.2,119.0
2021-07-24 19:00:00,4.0,19.8,1014.3,110.0
2021-07-24 20:00:00,4.6,19.6,1014.4,102.0
2021-07-24 21:00:00,4.2,18.8,1014.7,101.0
2021-07-24 22:00:00,4.9,18.8,1014.6,102.0
2021-07-24 23:00:00,4.7,18.4,1014.2,97.0
2021-07-25 00:00:00,4.2,18.1,1013.9,96.0
2021-07-25 01:00:00,3.9,18.0,1013.3,84.0
2021-07-25 02:00:00,3.1,17.6,1013.0,80.0
2021-07-25 03:00:00,3.9,17.8,1012.8,87.0
2021-07-25 04:00:00,4.9,18.6,1012.4,91.0
2021-07-25 05:00:00,5.8,19.5,1012.5,96.0
2021-07-25 06:00:00,6.3,20.1,1012.7,100.0
2021-07-25 07:00:00,6.0,20.9,1013.0,103.0
2021-07-25 08:00:00,6.5,21.7,1013.2,106.0
2021-07-25 09:00:00,6.6,22.7,1013.5,112.0
2021-07-25 10:00:00,7.1,23.8,1013.4,110.0
2021-07-25 11:00:00,7.2,24.6,1013.2,111.0
2021-07-25 12:00:00,6.2,24.2,1013.1,115.0
2021-07-25 13:00:00,5.8,24.0,1013.1,115.0
2021-07-25 14:00:00,6.1,24.4,1012.9,114.0
2021-07-25 15:00:00,6.2,24.6,1012.7,109.0
2021-07-25 16:00:00,6.5,24.5,1012.5,101.0
2021-07-25 17:00:00,5.7,23.5,1012.5,98.0
2021-07-25 18:00:00,4.9,22.4,1012.7,95.0
2021-07-25 19:00:00,4.5,21.2,1012.7,90.0
2021-07-25 20:00:00,4.4,20.4,1012.6,89.0
2021-07-25 21:00:00,4.8,20.0,1012.7,90.0
2021-07-25 22:00:00,4.2,19.9,1012.8,91.0
2021-07-25 23:00:00,3.7,19.7,1012.1,87.0
2021-07-26 00:00:00,3.1,19.4,1011.9,85.0
2021-07-26 01:00:00,3.2,19.3,1011.7,85.0
2021-07-26 02:00:00,3.0,19.4,1011.7,85.0
2021-07-26 03:00:00,3.5,19.5,1011.5,88.0
2021-07-26 04:00:00,3.6,19.9,1011.5,93.0
2021-07-26 05:00:00,4.3,20.6,1011.5,104.0
2021-07-26 06:00:00,4.0,21.1,1011.5,112.0
2021-07-26 07:00:00,4.7,21.8,1011.7,119.0
2021-07-26 08:00:00,5.0,22.7,1011.8,127.0
2021-07-26 09:00:00,5.1,24.3,1011.9,127.0
2021-07-26 10:00:00,5.5,25.3,1011.9,129.0
2021-07-26 11:00:00,5.8,25.2,1011.8,127.0
2021-07-26 12:00:00,5.4,24.8,1011.7,130.0
2021-07-26 13:00:00,5.0,24.2,1011.7,133.0
2021-07-26 14:00:00,5.0,24.7,1011.1,131.0
2021-07-26 15:00:00,4.5,25.4,1010.8,133.0
2021-07-26 16:00:00,4.0,23.8,1010.9,136.0
2021-07-26 17:00:00,2.8,22.8,1010.7,127.0
2021-07-26 18:00:00,2.9,21.8,1010.7,118.0
2021-07-26 19:00:00,2.1,20.9,1011.0,105.0
2021-07-26 20:00:00,2.2,19.8,1010.6,121.0
2021-07-26 21:00:00,1.6,18.7,1010.7,124.0
2021-07-26 22:00:00,0.7,18.7,1010.7,90.0
2021-07-26 23:00:00,1.1,18.5,1010.4,87.0
2021-07-27 00:00:00,1.3,18.3,1010.2,80.0
2021-07-27 01:00:00,1.4,18.0,1009.8,95.0
2021-07-27 02:00:00,1.0,16.9,1009.6,106.0
2021-07-27 03:00:00,0.7,16.8,1009.3,116.0
2021-07-27 04:00:00,1.2,17.9,1009.4,104.0
2021-07-27 05:00:00,1.1,19.6,1009.3,135.0
2021-07-27 06:00:00,1.8,21.0,1009.3,148.0
2021-07-27 07:00:00,2.1,21.7,1009.5,167.0
2021-07-27 08:00:00,1.9,22.7,1009.6,185.0
2021-07-27 09:00:00,1.9,23.8,1009.6,189.0
2021-07-27 10:00:00,2.6,25.3,1009.3,191.0
2021-07-27 11:00:00,4.2,23.9,1009.2,140.0
2021-07-27 12:00:00,3.2,22.9,1009.3,188.0
2021-07-27 13:00:00,2.4,23.2,1009.2,170.0
2021-07-27 14:00:00,4.8,24.7,1009.2,211.0
2021-07-27 15:00:00,5.6,24.8,1009.1,219.0
2021-07-27 16:00:00,5.2,24.0,1009.1,229.0
2021-07-27 17:00:00,4.4,22.6,1009.3,227.0
2021-07-27 18:00:00,3.5,21.9,1009.5,232.0
2021-07-27 19:00:00,2.6,20.6,1010.0,235.0
2021-07-27 20:00:00,2.2,18.5,1010.0,220.0
2021-07-27 21:00:00,1.9,17.0,1010.1,211.0
2021-07-27 22:00:00,1.9,16.5,1010.3,201.0
2021-07-27 23:00:00,1.6,15.7,1010.0,190.0
2021-07-28 00:00:00,1.4,15.8,1009.6,171.0
2021-07-28 01:00:00,1.7,16.0,1009.3,167.0
2021-07-28 02:00:00,1.3,16.4,1008.9,175.0
2021-07-28 03:00:00,1.9,16.5,1009.0,168.0
2021-07-28 04:00:00,0.8,16.5,1008.7,158.0
2021-07-28 05:00:00,1.7,17.1,1008.4,148.0
2021-07-28 06:00:00,2.5,18.1,1008.3,160.0
2021-07-28 07:00:00,2.8,19.2,1008.4,182.0
2021-07-28 08:00:00,3.9,20.2,1008.3,196.0
2021-07-28 09:00:00,4.9,21.2,1008.2,193.0
2021-07-28 10:00:00,4.9,21.6,1007.9,211.0
2021-07-28 11:00:00,5.9,22.4,1007.6,212.0
2021-07-28 12:00:00,6.4,22.9,1007.6,215.0
2021-07-28 13:00:00,6.2,23.6,1007.6,225.0
2021-07-28 14:00:00,6.2,23.7,1007.2,222.0
2021-07-28 15:00:00,5.9,23.6,1007.1,217.0
2021-07-28 16:00:00,5.3,23.2,1006.9,218.0
2021-07-28 17:00:00,4.2,22.6,1006.7,214.0
2021-07-28 18:00:00,2.1,20.8,1006.6,199.0
2021-07-28 19:00:00,2.9,20.0,1006.7,196.0
2021-07-28 20:00:00,2.4,18.6,1006.7,209.0
2021-07-28 21:00:00,1.8,17.5,1006.5,177.0
2021-07-28 22:00:00,2.3,17.2,1006.3,190.0
2021-07-28 23:00:00,2.7,17.0,1005.9,209.0
2021-07-29 00:00:00,2.3,16.5,1005.6,206.0
2021-07-29 01:00:00,2.7,16.7,1005.3,194.0
2021-07-29 02:00:00,3.3,16.1,1005.0,209.0
2021-07-29 03:00:00,2.9,15.4,1004.9,199.0
2021-07-29 04:00:00,3.7,16.1,1004.7,196.0
2021-07-29 05:00:00,5.3,17.5,1004.2,198.0
2021-07-29 06:00:00,7.1,18.4,1003.7,204.0
2021-07-29 07:00:00,8.7,18.4,1003.4,216.0
2021-07-29 08:00:00,6.4,15.7,1003.8,240.0
2021-07-29 09:00:00,6.8,16.5,1003.8,239.0
2021-07-29 10:00:00,7.2,17.2,1004.0,239.0
2021-07-29 11:00:00,6.9,15.9,1004.3,245.0
2021-07-29 12:00:00,6.9,15.9,1004.2,238.0
2021-07-29 13:00:00,8.1,15.7,1004.1,229.0
2021-07-29 14:00:00,9.0,17.3,1003.8,230.0
2021-07-29 15:00:00,9.0,17.3,1003.9,234.0
2021-07-29 16:00:00,7.5,15.7,1004.2,239.0
2021-07-29 17:00:00,6.4,15.2,1004.2,238.0
2021-07-29 18:00:00,5.6,15.2,1004.0,232.0
2021-07-29 19:00:00,6.3,15.3,1004.2,234.0
2021-07-29 20:00:00,6.5,15.2,1004.2,235.0
2021-07-29 21:00:00,6.1,15.2,1003.9,235.0
2021-07-29 22:00:00,5.8,15.3,1003.6,231.0
2021-07-29 23:00:00,6.2,15.5,1003.0,230.0
2021-07-30 00:00:00,7.3,15.4,1002.4,222.0
2021-07-30 01:00:00,7.5,15.4,1001.8,227.0
2021-07-30 02:00:00,7.6,15.9,1001.6,235.0
2021-07-30 03:00:00,7.7,16.3,1001.5,241.0
2021-07-30 04:00:00,7.5,16.2,1001.7,248.0
2021-07-30 05:00:00,6.2,16.0,1001.8,250.0
2021-07-30 06:00:00,7.3,16.8,1001.9,249.0
2021-07-30 07:00:00,7.5,17.1,1002.0,250.0
2021-07-30 08:00:00,7.6,17.8,1002.3,252.0
2021-07-30 09:00:00,8.4,18.3,1002.5,250.0
2021-07-30 10:00:00,9.2,19.3,1002.4,251.0
2021-07-30 11:00:00,9.2,20.2,1002.4,250.0
2021-07-30 12:00:00,8.9,18.8,1002.8,262.0
2021-07-30 13:00:00,6.3,18.9,1002.8,266.0
2021-07-30 14:00:00,7.8,20.8,1002.8,261.0
2021-07-30 15:00:00,8.1,21.2,1002.9,259.0
2021-07-30 16:00:00,7.4,21.0,1003.2,261.0
2021-07-30 17:00:00,6.9,20.0,1003.4,255.0
2021-07-30 18:00:00,5.6,18.9,1003.7,254.0
2021-07-30 19:00:00,3.9,17.5,1003.8,255.0
2021-07-30 20:00:00,2.5,16.1,1003.9,237.0
2021-07-30 21:00:00,2.0,14.7,1003.7,230.0
2021-07-30 22:00:00,2.0,14.5,1003.5,235.0
2021-07-30 23:00:00,1.6,13.8,1003.3,212.0
